,etiqueta,contenido
1679,1, So many people seems to be special at first sight But only very few will remain special to you till your last sight Maintain them till life ends Shjas
1680,1, Today is song dedicated day Which song will u dedicate for me Send this to all ur valuable frnds but first rply me
1681,1, Okay We wait ah
1682,1, Y lei
1683,1, HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT I REALLY WANNA SEE U TOMORROW SO CALL ME AT  LOVE ME XXX
1684,1, Already am squatting is the new way of walking
1685,1, Do you want bold or bb torch
1686,1, Cramps stopped Going back to sleep
1687,0, todays vodafone numbers ending with my last four digits are selected to received a £ award If your number matches please call to claim your £ award
1688,0, Free Top ringtone sub to weekly ringtoneget st week freesend SUBPOLY to  per weekstop sms
1689,1, Nan sonathaya soladha Why boss
1690,1, Bring tat cd don forget
1691,0, Sunshine Quiz Wkly Q Win a top Sony DVD player if u know which country the Algarve is in Txt ansr to  £ SPTyrone
1692,1, I dont know but Im raping dudes at poker
1693,1, Weightloss No more girl friends Make loads of money on ebay or something And give thanks to God
1694,1, Was gr to see that message So when r u leaving Congrats dear What school and wat r ur plans
1695,1, Ü eatin later but im eatin wif my frens now lei Ü going home first 
1696,1, Finish already Yar they keep saying i mushy I so embarrassed ok
1697,1, Sorry man my stash ran dry last night and I cant pick up more until sunday
1698,1, Hai priya are you right What doctor said pa Where are you
1699,0, Free msg Sorry a service you ordered from could not be delivered as you do not have sufficient credit Please top up to receive the service
1700,1, Ok
1701,1, Please ask mummy to call father
1702,1, Can come my room but cannot come my house cos my house still messy Haha
1703,1, I have lost kilos as of today
1704,1, Just taste fish curry P
1705,1, What can i do Might accidant tookplace between somewhere ghodbandar rd Traffic moves slovely So plz slip amp dont worry
1706,1, Yun ahnow ü wkg wherebtw if ü go nus sc Ü wana specialise in wad
1707,1, Yes I am a one woman man Please tell me your likes and dislikes in bed
1708,1, Was doing my test earlier I appreciate you Will call you tomorrow
1709,1, Hows my loverboy doing  What does he do that keeps him from coming to his Queen hmmm  Doesnt he ache to speak to me  Miss me desparately 
1710,1, U meet other fren dun wan meet me ah Muz b a guy rite
1711,1, No promises on when though havent even gotten dinner yet
1712,1, I got your back Do you have any dislikes in bed
1713,1, o turns out i had stereo love on mi phone under the unknown album
1714,0, Hard LIVE chat just pmin Choose your girl and connect LIVE Call now Cheap Chat UKs biggest live service VU BCMWCNXX
1715,1, Yeah I dont see why not
1716,1, Asking do u knw them or nt May be ur frnds or classmates
1717,1, Sorry about earlier Putting out firesAre you around to talk after  Or do you actually have a life lol
1718,0, WOW The Boys R Back TAKE THAT UK Tour Win VIP Tickets  prebook with VIP Club Txt CLUB to  Trackmarque Ltd infovipclubu
1719,1, As in missionary hook up doggy hook up standing
1720,1, Then u better go sleep Dun disturb u liao U wake up then msg me lor
1721,1, Fighting with the world is easy u either win or lose bt fightng with some who is close to u is dificult if u lose  u lose if u win  u still lose
1722,1, Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick
1723,1, Thought praps you meant another one Goodo Ill look tomorrow 
1724,1, Hi Jon Pete here Ive bin Spain recently  hav sum dinero left Bill said u or ur rents mayb interested in it I hav pes so around £ tb James
1725,1, There bold   Is that yours
1726,1, You know there is I shall speak to you in  minutes then
1727,1, ALRITE HUNNYWOT U UP NITE DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD JUS CHILLIN AT DA MO IN ME BEDROOMLOVE JEN XXX
1728,1, I went to project centre
1729,1, As per your request Maangalyam Alaipayuthe has been set as your callertune for all Callers Press  to copy your friends Callertune
1730,1, Lol yeah at this point I guess not
1731,1, Doing project w frens lor 
1732,1, Lol Well quality aint bad at all so i aint complaining
1733,1, K can that happen tonight
1734,0, Hi this is Mandy Sullivan calling from HOTMIX FMyou are chosen to receive £ in our Easter Prize drawPlease telephone to claim before  or your prize will be transferred to someone else
1735,1, I think were going to finns now come
1736,1, Why tired what special there you had
1737,1, I will come tomorrow di
1738,1, I cant pick the phone right now Pls send a message
1739,1, K go and sleep well Take rest
1740,1, U guys never invite me anywhere 
1741,0, UR GOING BAHAMAS CallFREEFONE and speak to a live operator to claim either Bahamas cruise of£ CASH only To opt out txt X to 
1742,1, I can do that I want to please you both inside and outside the bedroom
1743,1, EY CALM DOWNON THEACUSATIONS ITXT U COS IWANA KNOW WOTU R DOIN AT THEWEND HAVENTCN U IN AGESRING ME IF UR UP NETHING SATLOVE J XXX
1744,1, I love to wine and dine my lady
1745,0, Someone has conacted our dating service and entered your phone because they fancy youTo find out who it is call from landline  PoBoxntf
1746,1, Im cool ta luv but vtired cause i have been doin loads of planning all wk we have got our social services inspection at the nursery Take care  spk sn x
1747,1, I don know account detailsi will ask my mom and send youmy mom is out of reach now
1748,1, I think u have the wrong number
1749,1, Feel Yourself That You Are Always Happy Slowly It Becomes Your Habit amp Finally It Becomes Part Of Your Life Follow It Happy Morning amp Have A Happy Day
1750,1, DO NOT B LATE LOVE MUM
1751,1, Got itmail panren paru
1752,1,  Was thinking about chuckin ur red green n black trainners save carryin them bac on train
1753,1, Give one miss from that number please
1754,1, Jus came back fr lunch wif my sis only U leh
1755,1, How is your schedule next week I am out of town this weekend
1756,1, Really gooddhanush rocks once again
1757,1, Lmao ok I wont be needing u to do my hair anymore
1758,1, Miss ya need ya want ya love ya
1759,1, Sorry im not free
1760,1, Do u ever get a song stuck in your head for no reason and it wont go away til u listen to it like times
1761,1, Nt yet chikkusimple habbahw abt u
1762,1, Got ur mail Dileepthank you so muchand look forward to lots of supportvery less contacts hereremember one venugopal you mentionedtomorrow if not latei shall try to come up till theregoodnight dear
1763,1, Sometimes Heart Remembrs someone Very much Forgets someone soon Bcoz Heart will not like everyone But liked ones will be Remembered Everytime BSLVYL
1764,1, Joys father is John Then John is the NAME of Joys father Mandan
1765,0, Hi IBH Customer Loyalty Offer The NEW NOKIA Mobile from ONLY £ at TXTAUCTIONTxt wordSTART to No  get Yours NowT
1766,1, Hi this is yijue Its regarding the textbook its intro to algorithms second edition Im selling it for 
1767,0, SMS AUCTION You have won a Nokia i This is what you get when you win our FREE auction To take part send Nokia to now HGSuiteLands RowWJHL 
1768,1, K want us to come by now
1769,1, How Its a little difficult but its a simple way to enter this place
1770,1, Ha Both of us doing e same thing But i got tv watch U can thk of where go tonight or u already haf smth in mind
1771,1, Dont show yourself How far Put new pictures up on facebook
1772,1, Watching tv now I got new job 
1773,1, Good afternoon sexy buns How goes the job search  I wake and you are my first thought as always my love I wish your fine and happy and know I adore you
1774,1, Im not coming over do whatever you want
1775,1, Its ok chikku and its my of favourite song
1776,1, Did u see what I posted on your Facebook
1777,0, Call FREEPHONE now
1778,0, Buy Space Invaders a chance win orig Arcade Game console Press for Games Arcade std WAP charge See ocoukgames Terms  settings No purchase
1779,1, wonders in My WORLD th You th Ur style th Ur smile th Ur Personality rd Ur Nature nd Ur SMS and st Ur Lovely Friendship good morning dear
1780,0, Loan for any purpose £  £ Homeowners  Tenants welcome Have you been previously refused We can still help Call Free or text back help
1781,0, BIG BROTHER ALERT The computer has selected u for k cash or  voucher Call  NTT PO Box CRO  BT Landline Cost ppm mobiles vary
1782,1,  oh well c u later
1783,1, My uncles in Atlanta Wish you guys a great semester
1784,1, No dear i do have free messages without any recharge Hi hi hi
1785,1, Dont search love let love find U Thats why its called falling in love bcoz U dont force yourself U just fall and U know there is smeone to hold U BSLVYL
1786,1, I dun believe u I thk u told him
1787,1, Do you know why god created gap between your fingers So that One who is made for you comes amp fills those gaps by holding your hand with LOVE
1788,1, Yessura in sun tvlol
1789,1, Arun can u transfr me d amt
1790,1, Takin a shower now but yeah Ill leave when Im done
1791,1, Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat
1792,1, U havent lost me ill always b here ui didnt intend hurt u but I never knew how u felt about me when Iwasmarinethats what itriedtell urmomi careabout u
1793,0, WIN We have a winner Mr T Foley won an iPod More exciting prizes soon so keep an eye on ur mobile or visit wwwwincouk
1794,1, You bad girl I can still remember them
1795,1, How much i gave to you Morning
1796,1, I hope your alright babe I worry that you might have felt a bit desparate when you learned the job was a fake  I am here waiting when you come back my love
1797,1, Hey can you tell me blakes address Carlos wanted me to meet him there but I got lost and hes not answering his phone
1798,1, Can i get your opinion on something first
1799,1, That one week leave i put know that time Why
1800,1, If we hit it off you can move in with me 
1801,1, excellent I spent  years in the Air Force Iraq and afghanistan I am stable and honest do you like traveling
1802,1, I wanna watch that movie
1803,1, Ok lor thanx Ü in school
1804,1, Im in class Did you get my text
1805,1, The bus leaves at  
1806,1, God blessget good sleep my deari will pray
1807,0, Todays Voda numbers ending are selected to receive a £award If you have a match please call quoting claim code standard rates app 
1808,1, Do have a nice day today I love you so dearly
1809,1, Aiyo a bit pai seh ü noe Scared he dun rem who i am then die Hee But he become better lookin oredi leh
